Date,year,month,day,cfs
10/23/1993,1993,10,23,303
10/24/1993,1993,10,24,270
10/25/1993,1993,10,25,281
10/26/1993,1993,10,26,252
10/27/1993,1993,10,27,269
10/28/1993,1993,10,28,217
10/29/1993,1993,10,29,211
10/30/1993,1993,10,30,177
10/31/1993,1993,10,31,232
11/1/1993,1993,11,1,787
11/2/1993,1993,11,2,1050
11/3/1993,1993,11,3,1200
11/4/1993,1993,11,4,1230
11/5/1993,1993,11,5,1410
11/6/1993,1993,11,6,1460
11/7/1993,1993,11,7,1560
11/8/1993,1993,11,8,1660
11/9/1993,1993,11,9,1710
11/10/1993,1993,11,10,1730
11/11/1993,1993,11,11,1730
11/12/1993,1993,11,12,1740
11/13/1993,1993,11,13,1740
11/14/1993,1993,11,14,1720
11/15/1993,1993,11,15,1840
11/16/1993,1993,11,16,1840
11/17/1993,1993,11,17,1770
11/18/1993,1993,11,18,1810
11/19/1993,1993,11,19,1720
11/20/1993,1993,11,20,1610
11/21/1993,1993,11,21,1550
11/22/1993,1993,11,22,1620
11/23/1993,1993,11,23,1640
11/24/1993,1993,11,24,1640
11/25/1993,1993,11,25,1650
11/26/1993,1993,11,26,1700
11/27/1993,1993,11,27,1740
11/28/1993,1993,11,28,1800
11/29/1993,1993,11,29,1740
11/30/1993,1993,11,30,1640
12/1/1993,1993,12,1,1510
12/2/1993,1993,12,2,1530
12/3/1993,1993,12,3,1670
12/4/1993,1993,12,4,1580
12/5/1993,1993,12,5,1550
12/6/1993,1993,12,6,1510
12/7/1993,1993,12,7,1430
12/8/1993,1993,12,8,1570
12/9/1993,1993,12,9,1680
12/10/1993,1993,12,10,1710
12/11/1993,1993,12,11,1690
12/12/1993,1993,12,12,1650
12/13/1993,1993,12,13,1680
12/14/1993,1993,12,14,1680
12/15/1993,1993,12,15,1750
12/16/1993,1993,12,16,1640
12/17/1993,1993,12,17,1640
12/18/1993,1993,12,18,1670
12/19/1993,1993,12,19,1580
12/20/1993,1993,12,20,1600
12/21/1993,1993,12,21,1590
12/22/1993,1993,12,22,1560
12/23/1993,1993,12,23,1540
12/24/1993,1993,12,24,1590
12/25/1993,1993,12,25,1620
12/26/1993,1993,12,26,1520
12/27/1993,1993,12,27,1360
12/28/1993,1993,12,28,1420
12/29/1993,1993,12,29,1280
12/30/1993,1993,12,30,1230
12/31/1993,1993,12,31,1220
1/1/1994,1994,1,1,1180
1/2/1994,1994,1,2,1210
1/3/1994,1994,1,3,1240
1/4/1994,1994,1,4,1260
1/5/1994,1994,1,5,1320
1/6/1994,1994,1,6,1290
1/7/1994,1994,1,7,1160
1/8/1994,1994,1,8,1110
1/9/1994,1994,1,9,1110
1/10/1994,1994,1,10,1130
1/11/1994,1994,1,11,1090
1/12/1994,1994,1,12,1070
1/13/1994,1994,1,13,1110
1/14/1994,1994,1,14,1100
1/15/1994,1994,1,15,1010
1/16/1994,1994,1,16,1020
1/17/1994,1994,1,17,1050
1/18/1994,1994,1,18,1070
1/19/1994,1994,1,19,1070
1/20/1994,1994,1,20,1070
1/21/1994,1994,1,21,1060
1/22/1994,1994,1,22,1010
1/23/1994,1994,1,23,1020
1/24/1994,1994,1,24,1070
1/25/1994,1994,1,25,1090
1/26/1994,1994,1,26,1090
1/27/1994,1994,1,27,1050
1/28/1994,1994,1,28,1040
1/29/1994,1994,1,29,1020
1/30/1994,1994,1,30,1030
1/31/1994,1994,1,31,917
2/1/1994,1994,2,1,834
2/2/1994,1994,2,2,835
2/3/1994,1994,2,3,908
2/4/1994,1994,2,4,925
2/5/1994,1994,2,5,880
2/6/1994,1994,2,6,895
2/7/1994,1994,2,7,985
2/8/1994,1994,2,8,1150
2/9/1994,1994,2,9,1060
2/10/1994,1994,2,10,967
2/11/1994,1994,2,11,1010
2/12/1994,1994,2,12,1020
2/13/1994,1994,2,13,937
2/14/1994,1994,2,14,954
2/15/1994,1994,2,15,940
2/16/1994,1994,2,16,911
2/17/1994,1994,2,17,934
2/18/1994,1994,2,18,960
2/19/1994,1994,2,19,1000
2/20/1994,1994,2,20,1050
2/21/1994,1994,2,21,1070
2/22/1994,1994,2,22,1040
2/23/1994,1994,2,23,1100
2/24/1994,1994,2,24,1090
2/25/1994,1994,2,25,979
2/26/1994,1994,2,26,979
2/27/1994,1994,2,27,978
2/28/1994,1994,2,28,813
3/1/1994,1994,3,1,728
3/2/1994,1994,3,2,842
3/3/1994,1994,3,3,748
3/4/1994,1994,3,4,894
3/5/1994,1994,3,5,1030
3/6/1994,1994,3,6,929
3/7/1994,1994,3,7,1210
3/8/1994,1994,3,8,1200
3/9/1994,1994,3,9,1520
3/10/1994,1994,3,10,1460
3/11/1994,1994,3,11,1650
3/12/1994,1994,3,12,1700
3/13/1994,1994,3,13,1460
3/14/1994,1994,3,14,1430
3/15/1994,1994,3,15,1130
3/16/1994,1994,3,16,676
3/17/1994,1994,3,17,431
3/18/1994,1994,3,18,506
3/19/1994,1994,3,19,703
3/20/1994,1994,3,20,893
3/21/1994,1994,3,21,1170
3/22/1994,1994,3,22,1300
3/23/1994,1994,3,23,1530
3/24/1994,1994,3,24,1990
3/25/1994,1994,3,25,1990
3/26/1994,1994,3,26,1790
3/27/1994,1994,3,27,1830
3/28/1994,1994,3,28,1840
3/29/1994,1994,3,29,1680
3/30/1994,1994,3,30,1100
3/31/1994,1994,3,31,876
4/1/1994,1994,4,1,897
4/2/1994,1994,4,2,1110
4/3/1994,1994,4,3,1060
4/4/1994,1994,4,4,1640
4/5/1994,1994,4,5,1800
4/6/1994,1994,4,6,1640
4/7/1994,1994,4,7,1950
4/8/1994,1994,4,8,2270
4/9/1994,1994,4,9,2130
4/10/1994,1994,4,10,2100
4/11/1994,1994,4,11,2320
4/12/1994,1994,4,12,2350
4/13/1994,1994,4,13,2320
4/14/1994,1994,4,14,2280
4/15/1994,1994,4,15,2250
4/16/1994,1994,4,16,2380
4/17/1994,1994,4,17,2660
4/18/1994,1994,4,18,2660
4/19/1994,1994,4,19,2610
4/20/1994,1994,4,20,3250
4/21/1994,1994,4,21,3710
4/22/1994,1994,4,22,3340
4/23/1994,1994,4,23,3680
4/24/1994,1994,4,24,3570
4/25/1994,1994,4,25,3550
4/26/1994,1994,4,26,4630
4/27/1994,1994,4,27,4310
4/28/1994,1994,4,28,4240
4/29/1994,1994,4,29,3980
4/30/1994,1994,4,30,3080
5/1/1994,1994,5,1,2960
5/2/1994,1994,5,2,3090
5/3/1994,1994,5,3,2720
5/4/1994,1994,5,4,2710
5/5/1994,1994,5,5,2630
5/6/1994,1994,5,6,2620
5/7/1994,1994,5,7,2710
5/8/1994,1994,5,8,3600
5/9/1994,1994,5,9,4020
5/10/1994,1994,5,10,4070
5/11/1994,1994,5,11,4380
5/12/1994,1994,5,12,5280
5/13/1994,1994,5,13,6820
5/14/1994,1994,5,14,4940
5/15/1994,1994,5,15,5450
5/16/1994,1994,5,16,5430
5/17/1994,1994,5,17,5440
5/18/1994,1994,5,18,5130
5/19/1994,1994,5,19,5120
5/20/1994,1994,5,20,5150
5/21/1994,1994,5,21,5010
5/22/1994,1994,5,22,4740
5/23/1994,1994,5,23,5290
5/24/1994,1994,5,24,5460
5/25/1994,1994,5,25,5570
5/26/1994,1994,5,26,6010
5/27/1994,1994,5,27,5970
5/28/1994,1994,5,28,5380
5/29/1994,1994,5,29,4830
5/30/1994,1994,5,30,3700
5/31/1994,1994,5,31,3550
6/1/1994,1994,6,1,3500
6/2/1994,1994,6,2,4040
6/3/1994,1994,6,3,4790
6/4/1994,1994,6,4,4880
6/5/1994,1994,6,5,4810
6/6/1994,1994,6,6,3200
6/7/1994,1994,6,7,3090
6/8/1994,1994,6,8,3320
6/9/1994,1994,6,9,3980
6/10/1994,1994,6,10,4270
6/11/1994,1994,6,11,4490
6/12/1994,1994,6,12,4140
6/13/1994,1994,6,13,3940
6/14/1994,1994,6,14,3970
6/15/1994,1994,6,15,4090
6/16/1994,1994,6,16,4160
6/17/1994,1994,6,17,4310
6/18/1994,1994,6,18,4310
6/19/1994,1994,6,19,4350
6/20/1994,1994,6,20,4460
6/21/1994,1994,6,21,4410
6/22/1994,1994,6,22,4490
6/23/1994,1994,6,23,4520
6/24/1994,1994,6,24,4360
6/25/1994,1994,6,25,4050
6/26/1994,1994,6,26,4170
6/27/1994,1994,6,27,4210
6/28/1994,1994,6,28,4100
6/29/1994,1994,6,29,4080
6/30/1994,1994,6,30,3900
7/1/1994,1994,7,1,2530
7/2/1994,1994,7,2,1750
7/3/1994,1994,7,3,1300
7/4/1994,1994,7,4,500
7/5/1994,1994,7,5,362
7/6/1994,1994,7,6,301
7/7/1994,1994,7,7,210
7/8/1994,1994,7,8,198
7/9/1994,1994,7,9,140
7/10/1994,1994,7,10,120
7/11/1994,1994,7,11,100
7/12/1994,1994,7,12,80
7/13/1994,1994,7,13,75
7/14/1994,1994,7,14,40
7/15/1994,1994,7,15,49
7/16/1994,1994,7,16,47
7/17/1994,1994,7,17,41
7/18/1994,1994,7,18,32
7/19/1994,1994,7,19,103
7/20/1994,1994,7,20,124
7/21/1994,1994,7,21,148
7/22/1994,1994,7,22,217
7/23/1994,1994,7,23,318
7/24/1994,1994,7,24,230
7/25/1994,1994,7,25,240
7/26/1994,1994,7,26,229
7/27/1994,1994,7,27,271
7/28/1994,1994,7,28,485
7/29/1994,1994,7,29,504
7/30/1994,1994,7,30,400
7/31/1994,1994,7,31,535
8/1/1994,1994,8,1,623
8/2/1994,1994,8,2,622
8/3/1994,1994,8,3,552
8/4/1994,1994,8,4,591
8/5/1994,1994,8,5,416
8/6/1994,1994,8,6,339
8/7/1994,1994,8,7,271
8/8/1994,1994,8,8,244
8/9/1994,1994,8,9,296
8/10/1994,1994,8,10,257
8/11/1994,1994,8,11,390
8/12/1994,1994,8,12,201
8/13/1994,1994,8,13,119
8/14/1994,1994,8,14,120
8/15/1994,1994,8,15,703
8/16/1994,1994,8,16,2100
8/17/1994,1994,8,17,2200
8/18/1994,1994,8,18,3100
8/19/1994,1994,8,19,1100
8/20/1994,1994,8,20,725
8/21/1994,1994,8,21,250
8/22/1994,1994,8,22,700
8/23/1994,1994,8,23,1200
8/24/1994,1994,8,24,450
8/25/1994,1994,8,25,440
8/26/1994,1994,8,26,180
8/27/1994,1994,8,27,110
8/28/1994,1994,8,28,200
8/29/1994,1994,8,29,220
8/30/1994,1994,8,30,140
8/31/1994,1994,8,31,540
9/1/1994,1994,9,1,400
9/2/1994,1994,9,2,200
9/3/1994,1994,9,3,1400
9/4/1994,1994,9,4,1280
9/5/1994,1994,9,5,700
9/6/1994,1994,9,6,800
9/7/1994,1994,9,7,810
9/8/1994,1994,9,8,500
9/9/1994,1994,9,9,650
9/10/1994,1994,9,10,600
9/11/1994,1994,9,11,400
9/12/1994,1994,9,12,350
9/13/1994,1994,9,13,300
9/14/1994,1994,9,14,1100
9/15/1994,1994,9,15,1500
9/16/1994,1994,9,16,1480
9/17/1994,1994,9,17,1000
9/18/1994,1994,9,18,576
9/19/1994,1994,9,19,473
9/20/1994,1994,9,20,454
9/21/1994,1994,9,21,329
9/22/1994,1994,9,22,207
9/23/1994,1994,9,23,176
9/24/1994,1994,9,24,124
9/25/1994,1994,9,25,123
9/26/1994,1994,9,26,83
9/27/1994,1994,9,27,106
9/28/1994,1994,9,28,82
9/29/1994,1994,9,29,43
9/30/1994,1994,9,30,76
10/1/1994,1994,10,1,69
10/2/1994,1994,10,2,67
10/3/1994,1994,10,3,124
10/4/1994,1994,10,4,68
10/5/1994,1994,10,5,86
10/6/1994,1994,10,6,80
10/7/1994,1994,10,7,116
10/8/1994,1994,10,8,123
10/9/1994,1994,10,9,142
10/10/1994,1994,10,10,204
10/11/1994,1994,10,11,188
10/12/1994,1994,10,12,247
10/13/1994,1994,10,13,196
10/14/1994,1994,10,14,239
10/15/1994,1994,10,15,389
10/16/1994,1994,10,16,397
10/17/1994,1994,10,17,841
10/18/1994,1994,10,18,1270
10/19/1994,1994,10,19,1090
10/20/1994,1994,10,20,958
10/21/1994,1994,10,21,710
10/22/1994,1994,10,22,535
10/23/1994,1994,10,23,483
10/24/1994,1994,10,24,482
10/25/1994,1994,10,25,441
10/26/1994,1994,10,26,465
10/27/1994,1994,10,27,508
10/28/1994,1994,10,28,513
10/29/1994,1994,10,29,451
10/30/1994,1994,10,30,443
10/31/1994,1994,10,31,497
11/1/1994,1994,11,1,752
11/2/1994,1994,11,2,840
11/3/1994,1994,11,3,940
11/4/1994,1994,11,4,830
11/5/1994,1994,11,5,765
11/6/1994,1994,11,6,822
11/7/1994,1994,11,7,912
11/8/1994,1994,11,8,922
11/9/1994,1994,11,9,964
11/10/1994,1994,11,10,1110
11/11/1994,1994,11,11,1200
11/12/1994,1994,11,12,1310
11/13/1994,1994,11,13,1770
11/14/1994,1994,11,14,1670
11/15/1994,1994,11,15,1580
11/16/1994,1994,11,16,1800
11/17/1994,1994,11,17,1750
11/18/1994,1994,11,18,1680
11/19/1994,1994,11,19,2100
11/20/1994,1994,11,20,2220
11/21/1994,1994,11,21,1840
11/22/1994,1994,11,22,1300
11/23/1994,1994,11,23,1000
11/24/1994,1994,11,24,1000
11/25/1994,1994,11,25,1020
11/26/1994,1994,11,26,1060
11/27/1994,1994,11,27,1100
11/28/1994,1994,11,28,1060
11/29/1994,1994,11,29,990
11/30/1994,1994,11,30,960
12/1/1994,1994,12,1,880
12/2/1994,1994,12,2,850
12/3/1994,1994,12,3,850
12/4/1994,1994,12,4,940
12/5/1994,1994,12,5,960
12/6/1994,1994,12,6,1050
12/7/1994,1994,12,7,1260
12/8/1994,1994,12,8,1200
12/9/1994,1994,12,9,1200
12/10/1994,1994,12,10,1180
12/11/1994,1994,12,11,1210
12/12/1994,1994,12,12,1320
12/13/1994,1994,12,13,1220
12/14/1994,1994,12,14,1200
12/15/1994,1994,12,15,1220
12/16/1994,1994,12,16,1260
12/17/1994,1994,12,17,1300
12/18/1994,1994,12,18,1200
12/19/1994,1994,12,19,1120
12/20/1994,1994,12,20,1080
12/21/1994,1994,12,21,1130
12/22/1994,1994,12,22,1140
12/23/1994,1994,12,23,1100
12/24/1994,1994,12,24,980
12/25/1994,1994,12,25,1000
12/26/1994,1994,12,26,1030
12/27/1994,1994,12,27,1080
12/28/1994,1994,12,28,1130
12/29/1994,1994,12,29,1100
12/30/1994,1994,12,30,1080
12/31/1994,1994,12,31,1200
1/1/1995,1995,1,1,1260
1/2/1995,1995,1,2,1300
1/3/1995,1995,1,3,1280
1/4/1995,1995,1,4,1200
1/5/1995,1995,1,5,1100
1/6/1995,1995,1,6,1140
1/7/1995,1995,1,7,1230
1/8/1995,1995,1,8,1200
1/9/1995,1995,1,9,1210
1/10/1995,1995,1,10,1120
1/11/1995,1995,1,11,1160
1/12/1995,1995,1,12,1370
1/13/1995,1995,1,13,1240
1/14/1995,1995,1,14,1190
1/15/1995,1995,1,15,1170
1/16/1995,1995,1,16,1300
1/17/1995,1995,1,17,1240
1/18/1995,1995,1,18,1260
1/19/1995,1995,1,19,1140
1/20/1995,1995,1,20,1210
1/21/1995,1995,1,21,1130
1/22/1995,1995,1,22,1070
1/23/1995,1995,1,23,1110
1/24/1995,1995,1,24,1200
1/25/1995,1995,1,25,1150
1/26/1995,1995,1,26,1160
1/27/1995,1995,1,27,1150
1/28/1995,1995,1,28,1190
1/29/1995,1995,1,29,1170
1/30/1995,1995,1,30,1190
1/31/1995,1995,1,31,1150
2/1/1995,1995,2,1,1160
2/2/1995,1995,2,2,1250
2/3/1995,1995,2,3,1210
2/4/1995,1995,2,4,1140
2/5/1995,1995,2,5,1140
2/6/1995,1995,2,6,1230
2/7/1995,1995,2,7,1170
2/8/1995,1995,2,8,1170
2/9/1995,1995,2,9,1220
2/10/1995,1995,2,10,1220
2/11/1995,1995,2,11,1200
2/12/1995,1995,2,12,1250
2/13/1995,1995,2,13,1210
2/14/1995,1995,2,14,1220
2/15/1995,1995,2,15,1240
2/16/1995,1995,2,16,1260
2/17/1995,1995,2,17,1290
2/18/1995,1995,2,18,1550
2/19/1995,1995,2,19,1780
2/20/1995,1995,2,20,1860
2/21/1995,1995,2,21,1890
2/22/1995,1995,2,22,1640
2/23/1995,1995,2,23,1330
2/24/1995,1995,2,24,1360
2/25/1995,1995,2,25,1490
2/26/1995,1995,2,26,1400
2/27/1995,1995,2,27,1360
2/28/1995,1995,2,28,1280
3/1/1995,1995,3,1,1540
3/2/1995,1995,3,2,2230
3/3/1995,1995,3,3,2190
3/4/1995,1995,3,4,2150
3/5/1995,1995,3,5,2340
3/6/1995,1995,3,6,2300
3/7/1995,1995,3,7,1810
3/8/1995,1995,3,8,1530
3/9/1995,1995,3,9,2500
3/10/1995,1995,3,10,2350
3/11/1995,1995,3,11,2020
3/12/1995,1995,3,12,1710
3/13/1995,1995,3,13,1650
3/14/1995,1995,3,14,1410
3/15/1995,1995,3,15,1320
3/16/1995,1995,3,16,1390
3/17/1995,1995,3,17,1010
3/18/1995,1995,3,18,982
3/19/1995,1995,3,19,1360
3/20/1995,1995,3,20,1430
3/21/1995,1995,3,21,1420
3/22/1995,1995,3,22,2790
3/23/1995,1995,3,23,2340
3/24/1995,1995,3,24,2390
3/25/1995,1995,3,25,2510
3/26/1995,1995,3,26,2350
3/27/1995,1995,3,27,2280
3/28/1995,1995,3,28,2160
3/29/1995,1995,3,29,1960
3/30/1995,1995,3,30,1830
3/31/1995,1995,3,31,1650
4/1/1995,1995,4,1,1400
4/2/1995,1995,4,2,1110
4/3/1995,1995,4,3,933
4/4/1995,1995,4,4,926
4/5/1995,1995,4,5,1010
4/6/1995,1995,4,6,760
4/7/1995,1995,4,7,714
4/8/1995,1995,4,8,673
4/9/1995,1995,4,9,906
4/10/1995,1995,4,10,1430
4/11/1995,1995,4,11,1790
4/12/1995,1995,4,12,2080
4/13/1995,1995,4,13,1860
4/14/1995,1995,4,14,1930
4/15/1995,1995,4,15,1870
4/16/1995,1995,4,16,1620
4/17/1995,1995,4,17,1760
